24,1
37,0
45,1
46,0
48,1
49,1
53,0
54,0
57,0
65,0
66,1
74,1
102,0
121,1
126,0
127,1
141,1
162,0
163,0
194,1
216,1
217,1
234,0
250,0
251,0
255,0
256,1
262,0
306,0
311,1
318,1
330,1
331,1
332,1
343,1
348,0
350,1
354,0
363,1
375,0
381,0
383,1
400,0
403,0
432,1
438,1
439,1
442,0
452,1
462,1
494,0
515,0
518,0
520,1
523,1
530,0
535,1
541,0
546,0
561,0
565,0
568,1
598,0
601,1
602,0
614,1
615,0
656,0
658,1
663,0
669,1
690,1
697,1
700,1
710,0
720,0
723,0
724,0
740,1
746,1
751,1
758,1
759,1
762,0
774,0
788,0
799,0
800,1
803,1
805,1
806,0
812,0
819,0
857,1
878,1
886,0
887,1
889,0
907,0
914,1
924,0
929,1
937,1
945,1
975,0
985,1
992,1
994,1
1006,0
1017,0
1019,1
1020,0
1026,1
1041,0
1045,1
1046,0
1054,0
1064,0
1067,0
1089,0
1090,1
1108,1
1110,1
1121,0
1124,0
1131,1
1133,0
1146,1
1165,1
1179,1
1202,1
1212,0
1220,0
1276,0
1278,1
1286,1
1296,1
1302,0
1303,1
1311,0
1312,0
1319,1
1323,1
1328,0
1345,1
1349,0
1355,0
1367,0
1383,0
1395,1
1420,1
1431,1
1434,0
1440,1
1465,1
1473,1
1476,0
1502,0
1505,1
1520,0
1521,0
1528,0
1545,1
1561,0
1567,1
1574,0
1583,0
1584,0
1606,1
1609,1
1636,0
1640,1
1651,0
1701,1
1705,1
1716,1
1719,1
1731,1
1738,0
1742,1
1747,0
1748,0
1754,1
1773,1
1790,1
1805,0
1806,1
1810,0
1811,0
1812,1
1817,0
1828,0
1847,0
1858,0
1861,0
1905,0
1906,1
1910,0
1914,1
1923,1
1929,0
1931,1
1932,1
1940,0
1946,0
1959,0
1972,0
1977,0
1978,0
1990,1
2016,1
2022,1
2041,0
2043,1
2046,0
2061,0
2066,1
2089,1
2094,0
2103,0
2104,0
2109,0
2111,0
2113,1
2114,0
2122,0
2137,0
2145,0
2153,1
2162,1
2163,1
2195,0
2198,1
2238,0
2242,0
2244,0
2254,0
2256,1
2260,1
2268,1
2269,1
2278,0
2290,0
2293,1
2294,1
2295,0
2304,0
2311,1
2312,0
2314,1
2341,0
2364,0
2367,1
2378,0
2385,1
2396,1
2410,0
2446,0
2463,1
2473,0
2479,0
2486,1
2492,0
2499,1
2502,0
2503,0
2520,0
2526,1
2543,0
2557,0
2558,1
2564,1
2578,0
2581,1
2598,1
2599,1
2610,0
2611,1
2616,1
2617,1
2641,0
2658,0
2676,1
2682,1
2683,1
2700,0
2703,1
2708,1
2709,1
2715,0
2721,0
2725,1
2734,0
2741,1
2747,1
2773,1
2776,1
2786,1
2787,1
2795,1
2800,1
2808,0
2816,0
2845,0
2846,0
2864,0
2879,0
2898,0
2905,1
2910,0
2916,0
2928,1
2932,0
2946,1
2947,0
2967,0
2969,1
2980,1
2988,0
2991,0
2994,0
3008,1
3045,1
3049,0
3050,0
3078,1
3092,0
3093,1
3095,0
3096,0
3127,1
3128,0
3151,0
3155,0
3156,1
3171,1
3191,1
3195,0
3204,1
3206,1
3220,0
3224,1
3228,1
3245,1
3251,0
3256,1
3263,0
3266,0
3267,0
3268,0
3272,0
3286,1
3289,0
3298,1
3301,0
3302,1
3312,0
3328,0
3335,1
3343,0
3354,1
3365,0
3380,0
3382,0
3403,0
3417,0
3423,1
3426,1
3431,1
3435,0
3458,1
3469,0
3470,0
3488,0
3496,1
3497,1
3500,0
3512,0
3515,1
3534,0
3538,0
3556,1
3561,1
3567,0
3593,1
3619,1
3628,0
3629,1
3632,0
3644,1
3650,1
3654,0
3657,0
3662,1
3668,0
3677,1
3680,1
3683,0
3688,1
3691,0
3696,1
3729,1
3743,0
3754,1
3761,1
3763,0
3768,1
3776,0
3780,1
3781,1
3785,0
3796,1
3797,0
3824,0
3826,1
3827,0
3844,0
3861,0
3863,0
3867,1
3882,0
3883,0
3899,1
3903,1
3907,0
3910,1
3912,0
3920,0
3927,0
3932,1
3949,0
3953,1
3956,0
3965,1
3969,0
3981,1
3984,1
3985,0
3992,1
3996,0
4008,1
4033,1
4071,0
4072,1
4087,1
4089,0
4090,1
4095,1
4115,1
4130,1
4138,1
4139,1
4152,0
4156,1
4161,1
4167,1
4181,0
4184,1
4199,0
4207,1
4211,1
4236,0
4259,1
4276,0
4278,0
4297,1
4300,1
4308,0
4315,1
4317,0
4346,1
4350,0
4358,0
4393,1
4420,0
4424,0
4430,1
4432,1
4440,1
4441,0
4443,0
4488,0
4510,1
4520,1
4524,0
4545,0
4549,0
4550,1
4565,0
4573,1
4575,0
4579,0
4583,0
4606,0
4617,0
4620,0
4629,0
4646,0
4654,1
4657,0
4660,0
4662,0
4675,0
4679,1
4687,0
4690,1
4691,1
4693,0
4699,1
4707,0
4718,0
4723,0
4729,1
4731,0
4742,0
4751,0
4752,1
4756,1
4760,0
4772,1
4777,0
4781,0
4785,1
4786,1
4791,1
4800,0
4802,0
4815,0
4819,0
4845,1
4855,1
4856,1
4866,1
4880,0
4883,0
4889,1
4894,1
4895,1
4907,1
4925,1
4934,0
4942,0
4947,1
4952,1
4963,0
4969,1
4972,1
4981,0
4987,1
4995,0
5004,0
5014,0
5026,1
5028,1
5034,1
5037,0
5040,1
5042,1
5046,1
5052,0
5058,1
5073,1
5080,0
5084,0
5085,0
5087,0
5089,1
5102,0
5109,0
5113,1
5114,0
5115,1
5126,1
5128,0
5132,0
5161,0
5162,0
5163,1
5165,0
5167,1
5168,0
5170,0
5172,0
5176,1
5191,1
5192,1
5195,1
5214,0
5218,0
5237,1
5245,0
5248,0
5251,0
5264,1
5266,1
5267,0
5271,1
5282,1
5284,0
5285,1
5289,0
5290,1
5296,1
5301,0
5302,0
5304,0
5309,0
5311,1
5312,0
5320,0
5341,0
5350,1
5358,0
5363,0
5377,1
5380,0
5382,1
5414,1
5420,1
5435,1
5458,0
5462,1
5476,1
5490,0
5496,1
5500,0
5504,0
5518,0
5533,0
5552,0
5559,1
5563,1
5565,1
5569,1
5571,1
5580,1
5582,0
5584,0
5585,0
5586,1
5590,1
5598,0
5617,1
5626,1
5631,0
5652,0
5659,0
5679,0
5686,1
5716,0
5719,1
5720,1
5727,0
5728,0
5733,1
5734,0
5739,0
5751,1
5754,1
5760,1
5769,0
5787,0
5790,1
5792,1
5797,0
5808,0
5823,1
5832,1
5843,0
5851,0
5852,0
5858,1
5860,1
5864,0
5874,0
5880,0
5895,0
5918,0
5945,0
5949,1
5961,1
5962,1
5963,1
5967,1
5968,1
5975,0
5980,0
5982,0
5993,0
6009,1
6016,0
6041,1
6052,0
6056,0
6063,0
6069,1
6081,1
6082,1
6086,0
6087,1
6088,1
6105,1
6123,0
6125,0
6154,0
6157,0
6160,1
6161,1
6185,1
6186,0
6267,1
6274,0
6301,0
6304,0
6311,1
6312,1
6316,0
6322,0
6323,1
6327,1
6336,0
6348,1
6351,1
6367,0
6370,0
6374,1
6379,1
6383,1
6400,1
6406,0
6413,0
6419,0
6420,0
6421,0
6423,0
6426,1
6430,1
6435,0
6442,0
6454,0
